i	requested_sparsity	achieved_sparsity	output	pval	fval
180	0.5	0.501885	./data/simulated_new/sparsity_0.5/180.tsv	9.99000999000999e-4	1.8902632389309788
180	0.6	0.601585	./data/simulated_new/sparsity_0.6/180.tsv	9.99000999000999e-4	1.645989882494758
180	0.7	0.701135	./data/simulated_new/sparsity_0.7/180.tsv	9.99000999000999e-4	1.4606082300016083
181	0	0.005265	./data/simulated_new/sparsity_0/181.tsv	9.99000999000999e-4	383.6239669897636
181	0.1	0.10482	./data/simulated_new/sparsity_0.1/181.tsv	9.99000999000999e-4	17.197587486959662
181	0.2	0.204285	./data/simulated_new/sparsity_0.2/181.tsv	9.99000999000999e-4	6.2448638238914
181	0.3	0.303835	./data/simulated_new/sparsity_0.3/181.tsv	9.99000999000999e-4	4.059001445169343
181	0.4	0.403205	./data/simulated_new/sparsity_0.4/181.tsv	9.99000999000999e-4	2.8603472466459303
181	0.5	0.502575	./data/simulated_new/sparsity_0.5/181.tsv	9.99000999000999e-4	2.244395067591418
181	0.6	0.601985	./data/simulated_new/sparsity_0.6/181.tsv	9.99000999000999e-4	1.7443851888347466
181	0.7	0.701685	./data/simulated_new/sparsity_0.7/181.tsv	9.99000999000999e-4	1.6067427555343752
182	0	0.00459	./data/simulated_new/sparsity_0/182.tsv	9.99000999000999e-4	382.7654692564459
182	0.1	0.104105	./data/simulated_new/sparsity_0.1/182.tsv	9.99000999000999e-4	16.299383522301184
182	0.2	0.203575	./data/simulated_new/sparsity_0.2/182.tsv	9.99000999000999e-4	6.847614507418395
182	0.3	0.303205	./data/simulated_new/sparsity_0.3/182.tsv	9.99000999000999e-4	3.9765070973853764
182	0.4	0.40276	./data/simulated_new/sparsity_0.4/182.tsv	9.99000999000999e-4	2.860012276896257
182	0.5	0.50228	./data/simulated_new/sparsity_0.5/182.tsv	9.99000999000999e-4	2.1034387187590236
182	0.6	0.601805	./data/simulated_new/sparsity_0.6/182.tsv	9.99000999000999e-4	1.7135085967325396
182	0.7	0.701335	./data/simulated_new/sparsity_0.7/182.tsv	9.99000999000999e-4	1.5218816022317083
183	0	0.00393	./data/simulated_new/sparsity_0/183.tsv	9.99000999000999e-4	382.79009665604275
183	0.1	0.103565	./data/simulated_new/sparsity_0.1/183.tsv	9.99000999000999e-4	14.831894153384615
183	0.2	0.20315	./data/simulated_new/sparsity_0.2/183.tsv	9.99000999000999e-4	6.029207419198845
183	0.3	0.30284	./data/simulated_new/sparsity_0.3/183.tsv	9.99000999000999e-4	3.7446283618565306
183	0.4	0.40224	./data/simulated_new/sparsity_0.4/183.tsv	9.99000999000999e-4	2.492908041064868
183	0.5	0.50195	./data/simulated_new/sparsity_0.5/183.tsv	9.99000999000999e-4	2.1481190780910415
183	0.6	0.60168	./data/simulated_new/sparsity_0.6/183.tsv	9.99000999000999e-4	1.7472339553079863
183	0.7	0.70122	./data/simulated_new/sparsity_0.7/183.tsv	9.99000999000999e-4	1.4778798212563418
184	0	0.00458	./data/simulated_new/sparsity_0/184.tsv	9.99000999000999e-4	381.9620822793326
184	0.1	0.104155	./data/simulated_new/sparsity_0.1/184.tsv	9.99000999000999e-4	15.39509781113997
184	0.2	0.20373	./data/simulated_new/sparsity_0.2/184.tsv	9.99000999000999e-4	6.009400792091135
184	0.3	0.303285	./data/simulated_new/sparsity_0.3/184.tsv	9.99000999000999e-4	3.4898198232969784
184	0.4	0.40266	./data/simulated_new/sparsity_0.4/184.tsv	9.99000999000999e-4	2.536750464585001
184	0.5	0.502245	./data/simulated_new/sparsity_0.5/184.tsv	9.99000999000999e-4	2.0127817121407183
184	0.6	0.60177	./data/simulated_new/sparsity_0.6/184.tsv	9.99000999000999e-4	1.742537779294007
184	0.7	0.701345	./data/simulated_new/sparsity_0.7/184.tsv	9.99000999000999e-4	1.465448866553749
185	0	0.004745	./data/simulated_new/sparsity_0/185.tsv	9.99000999000999e-4	383.0500586447276
185	0.1	0.10429	./data/simulated_new/sparsity_0.1/185.tsv	9.99000999000999e-4	15.801684946552598
185	0.2	0.203825	./data/simulated_new/sparsity_0.2/185.tsv	9.99000999000999e-4	6.616670990473172
185	0.3	0.30333	./data/simulated_new/sparsity_0.3/185.tsv	9.99000999000999e-4	3.9728617436346503
185	0.4	0.402835	./data/simulated_new/sparsity_0.4/185.tsv	9.99000999000999e-4	2.870865418030827
185	0.5	0.50222	./data/simulated_new/sparsity_0.5/185.tsv	9.99000999000999e-4	2.211721968906847
185	0.6	0.601855	./data/simulated_new/sparsity_0.6/185.tsv	9.99000999000999e-4	1.7996563305969595
185	0.7	0.70138	./data/simulated_new/sparsity_0.7/185.tsv	9.99000999000999e-4	1.5357102543598515
186	0	0.00503	./data/simulated_new/sparsity_0/186.tsv	9.99000999000999e-4	385.6148040688415
186	0.1	0.10449	./data/simulated_new/sparsity_0.1/186.tsv	9.99000999000999e-4	17.54691738141391
186	0.2	0.20407	./data/simulated_new/sparsity_0.2/186.tsv	9.99000999000999e-4	7.434128690097334
186	0.3	0.303505	./data/simulated_new/sparsity_0.3/186.tsv	9.99000999000999e-4	4.106115697116418
186	0.4	0.403015	./data/simulated_new/sparsity_0.4/186.tsv	9.99000999000999e-4	2.740658893351303
186	0.5	0.502435	./data/simulated_new/sparsity_0.5/186.tsv	9.99000999000999e-4	1.9775034454938942
186	0.6	0.601935	./data/simulated_new/sparsity_0.6/186.tsv	9.99000999000999e-4	1.7944558677480407
186	0.7	0.701595	./data/simulated_new/sparsity_0.7/186.tsv	9.99000999000999e-4	1.5379731811663426
187	0	0.00469	./data/simulated_new/sparsity_0/187.tsv	9.99000999000999e-4	389.90316894115
187	0.1	0.104245	./data/simulated_new/sparsity_0.1/187.tsv	9.99000999000999e-4	15.666712804972784
187	0.2	0.203885	./data/simulated_new/sparsity_0.2/187.tsv	9.99000999000999e-4	6.268927181092133
187	0.3	0.30331	./data/simulated_new/sparsity_0.3/187.tsv	9.99000999000999e-4	3.7657698993235393
187	0.4	0.40282	./data/simulated_new/sparsity_0.4/187.tsv	9.99000999000999e-4	2.771329657816901
187	0.5	0.502335	./data/simulated_new/sparsity_0.5/187.tsv	9.99000999000999e-4	2.1005967393122673
187	0.6	0.6018	./data/simulated_new/sparsity_0.6/187.tsv	9.99000999000999e-4	1.8054405429848195
187	0.7	0.701385	./data/simulated_new/sparsity_0.7/187.tsv	9.99000999000999e-4	1.6225454692846906
188	0	0.0048	./data/simulated_new/sparsity_0/188.tsv	9.99000999000999e-4	372.4932690276183
188	0.1	0.10425	./data/simulated_new/sparsity_0.1/188.tsv	9.99000999000999e-4	16.348615738728682
188	0.2	0.203805	./data/simulated_new/sparsity_0.2/188.tsv	9.99000999000999e-4	6.7553805204803785
188	0.3	0.303435	./data/simulated_new/sparsity_0.3/188.tsv	9.99000999000999e-4	3.8523254015931396
188	0.4	0.402955	./data/simulated_new/sparsity_0.4/188.tsv	9.99000999000999e-4	2.5042031469244233
188	0.5	0.50259	./data/simulated_new/sparsity_0.5/188.tsv	9.99000999000999e-4	2.2276809054262676
188	0.6	0.60184	./data/simulated_new/sparsity_0.6/188.tsv	9.99000999000999e-4	1.739968617814659
188	0.7	0.70136	./data/simulated_new/sparsity_0.7/188.tsv	9.99000999000999e-4	1.6660842789317574
189	0	0.0045	./data/simulated_new/sparsity_0/189.tsv	9.99000999000999e-4	371.3852687221645
189	0.1	0.104065	./data/simulated_new/sparsity_0.1/189.tsv	9.99000999000999e-4	16.20361636678457
189	0.2	0.203615	./data/simulated_new/sparsity_0.2/189.tsv	9.99000999000999e-4	6.731055495187672
189	0.3	0.303145	./data/simulated_new/sparsity_0.3/189.tsv	9.99000999000999e-4	3.915407967489512
189	0.4	0.402695	./data/simulated_new/sparsity_0.4/189.tsv	9.99000999000999e-4	2.8702249478946142
189	0.5	0.50221	./data/simulated_new/sparsity_0.5/189.tsv	9.99000999000999e-4	2.2082221777012707
189	0.6	0.601815	./data/simulated_new/sparsity_0.6/189.tsv	9.99000999000999e-4	1.7855208009028112
189	0.7	0.701365	./data/simulated_new/sparsity_0.7/189.tsv	9.99000999000999e-4	1.4452578847178301
190	0	0.005135	./data/simulated_new/sparsity_0/190.tsv	9.99000999000999e-4	393.5148945594206
190	0.1	0.104695	./data/simulated_new/sparsity_0.1/190.tsv	9.99000999000999e-4	14.72871332306356
190	0.2	0.20411	./data/simulated_new/sparsity_0.2/190.tsv	9.99000999000999e-4	6.447860582324276
190	0.3	0.303555	./data/simulated_new/sparsity_0.3/190.tsv	9.99000999000999e-4	3.436515384489938
190	0.4	0.40324	./data/simulated_new/sparsity_0.4/190.tsv	9.99000999000999e-4	2.471054516045347
190	0.5	0.502585	./data/simulated_new/sparsity_0.5/190.tsv	9.99000999000999e-4	2.094096477829973
190	0.6	0.602155	./data/simulated_new/sparsity_0.6/190.tsv	9.99000999000999e-4	1.7782561865764406
190	0.7	0.701605	./data/simulated_new/sparsity_0.7/190.tsv	9.99000999000999e-4	1.5269354666629917
191	0	0.004825	./data/simulated_new/sparsity_0/191.tsv	9.99000999000999e-4	378.2184628113076
191	0.1	0.10433	./data/simulated_new/sparsity_0.1/191.tsv	9.99000999000999e-4	15.242432540511537
191	0.2	0.2039	./data/simulated_new/sparsity_0.2/191.tsv	9.99000999000999e-4	6.462581736117504
191	0.3	0.303425	./data/simulated_new/sparsity_0.3/191.tsv	9.99000999000999e-4	3.9775801028400504
191	0.4	0.40289	./data/simulated_new/sparsity_0.4/191.tsv	9.99000999000999e-4	2.5507455832844452
191	0.5	0.502395	./data/simulated_new/sparsity_0.5/191.tsv	9.99000999000999e-4	2.1972584562799247
191	0.6	0.602015	./data/simulated_new/sparsity_0.6/191.tsv	9.99000999000999e-4	1.6749049429361955
191	0.7	0.701435	./data/simulated_new/sparsity_0.7/191.tsv	9.99000999000999e-4	1.3647536012962713
192	0	0.004635	./data/simulated_new/sparsity_0/192.tsv	9.99000999000999e-4	378.18680404301995
192	0.1	0.104225	./data/simulated_new/sparsity_0.1/192.tsv	9.99000999000999e-4	15.238461404491602
192	0.2	0.20376	./data/simulated_new/sparsity_0.2/192.tsv	9.99000999000999e-4	6.098478474028122
192	0.3	0.303315	./data/simulated_new/sparsity_0.3/192.tsv	9.99000999000999e-4	3.650079350812243
192	0.4	0.40262	./data/simulated_new/sparsity_0.4/192.tsv	9.99000999000999e-4	2.565869053960936
192	0.5	0.502205	./data/simulated_new/sparsity_0.5/192.tsv	9.99000999000999e-4	2.096392362388862
192	0.6	0.601735	./data/simulated_new/sparsity_0.6/192.tsv	9.99000999000999e-4	1.8505038843986747
192	0.7	0.701305	./data/simulated_new/sparsity_0.7/192.tsv	9.99000999000999e-4	1.5637257171953052
193	0	0.00493	./data/simulated_new/sparsity_0/193.tsv	9.99000999000999e-4	384.3606485828718
193	0.1	0.1044	./data/simulated_new/sparsity_0.1/193.tsv	9.99000999000999e-4	16.841744695507266
193	0.2	0.203935	./data/simulated_new/sparsity_0.2/193.tsv	9.99000999000999e-4	6.914613365034426
193	0.3	0.30348	./data/simulated_new/sparsity_0.3/193.tsv	9.99000999000999e-4	3.929242869664982
193	0.4	0.402895	./data/simulated_new/sparsity_0.4/193.tsv	9.99000999000999e-4	2.66758077635254
193	0.5	0.5024	./data/simulated_new/sparsity_0.5/193.tsv	9.99000999000999e-4	2.1049686422824183
193	0.6	0.601985	./data/simulated_new/sparsity_0.6/193.tsv	9.99000999000999e-4	1.683247747957947
193	0.7	0.70151	./data/simulated_new/sparsity_0.7/193.tsv	9.99000999000999e-4	1.3679486032105326
194	0	0.004975	./data/simulated_new/sparsity_0/194.tsv	9.99000999000999e-4	388.5784805924941
194	0.1	0.10451	./data/simulated_new/sparsity_0.1/194.tsv	9.99000999000999e-4	16.127366255959135
194	0.2	0.20392	./data/simulated_new/sparsity_0.2/194.tsv	9.99000999000999e-4	6.57891945758756
194	0.3	0.303545	./data/simulated_new/sparsity_0.3/194.tsv	9.99000999000999e-4	3.846133221618817
194	0.4	0.403015	./data/simulated_new/sparsity_0.4/194.tsv	9.99000999000999e-4	2.577482702789244
194	0.5	0.50235	./data/simulated_new/sparsity_0.5/194.tsv	9.99000999000999e-4	2.1974269400827864
194	0.6	0.60207	./data/simulated_new/sparsity_0.6/194.tsv	9.99000999000999e-4	1.6460840852953043
194	0.7	0.70135	./data/simulated_new/sparsity_0.7/194.tsv	9.99000999000999e-4	1.471922882107577
195	0	0.004185	./data/simulated_new/sparsity_0/195.tsv	9.99000999000999e-4	383.75163382366156
195	0.1	0.10373	./data/simulated_new/sparsity_0.1/195.tsv	9.99000999000999e-4	13.651028736913908
195	0.2	0.2035	./data/simulated_new/sparsity_0.2/195.tsv	9.99000999000999e-4	5.472638353972876
195	0.3	0.302965	./data/simulated_new/sparsity_0.3/195.tsv	9.99000999000999e-4	3.4763990623007945
195	0.4	0.402535	./data/simulated_new/sparsity_0.4/195.tsv	9.99000999000999e-4	2.5496284554149735
195	0.5	0.502015	./data/simulated_new/sparsity_0.5/195.tsv	9.99000999000999e-4	1.9648349447654676
195	0.6	0.60165	./data/simulated_new/sparsity_0.6/195.tsv	9.99000999000999e-4	1.6723587457233655
195	0.7	0.701225	./data/simulated_new/sparsity_0.7/195.tsv	9.99000999000999e-4	1.4242791754801392
196	0	0.004625	./data/simulated_new/sparsity_0/196.tsv	9.99000999000999e-4	385.7143126513152
196	0.1	0.104195	./data/simulated_new/sparsity_0.1/196.tsv	9.99000999000999e-4	15.029561645942735
196	0.2	0.203805	./data/simulated_new/sparsity_0.2/196.tsv	9.99000999000999e-4	6.021655704490033
196	0.3	0.303325	./data/simulated_new/sparsity_0.3/196.tsv	9.99000999000999e-4	3.7904214121391604
196	0.4	0.40275	./data/simulated_new/sparsity_0.4/196.tsv	9.99000999000999e-4	2.5934820278972444
196	0.5	0.50237	./data/simulated_new/sparsity_0.5/196.tsv	9.99000999000999e-4	2.0527760442757184
196	0.6	0.601855	./data/simulated_new/sparsity_0.6/196.tsv	9.99000999000999e-4	1.6971717208267258
196	0.7	0.701335	./data/simulated_new/sparsity_0.7/196.tsv	9.99000999000999e-4	1.4403630857090073
197	0	0.00544	./data/simulated_new/sparsity_0/197.tsv	9.99000999000999e-4	383.92937399493456
197	0.1	0.104955	./data/simulated_new/sparsity_0.1/197.tsv	9.99000999000999e-4	17.490743118294347
197	0.2	0.20427	./data/simulated_new/sparsity_0.2/197.tsv	9.99000999000999e-4	6.798107629977157
197	0.3	0.303765	./data/simulated_new/sparsity_0.3/197.tsv	9.99000999000999e-4	4.165185781471248
197	0.4	0.40324	./data/simulated_new/sparsity_0.4/197.tsv	9.99000999000999e-4	2.95934185332408
197	0.5	0.50268	./data/simulated_new/sparsity_0.5/197.tsv	9.99000999000999e-4	2.252392757627231
197	0.6	0.602125	./data/simulated_new/sparsity_0.6/197.tsv	9.99000999000999e-4	1.8407448303375655
197	0.7	0.701605	./data/simulated_new/sparsity_0.7/197.tsv	9.99000999000999e-4	1.4494525119935948
198	0	0.00491	./data/simulated_new/sparsity_0/198.tsv	9.99000999000999e-4	385.45251706618393
198	0.1	0.104425	./data/simulated_new/sparsity_0.1/198.tsv	9.99000999000999e-4	14.970362870921065
198	0.2	0.203945	./data/simulated_new/sparsity_0.2/198.tsv	9.99000999000999e-4	6.240786217208747
198	0.3	0.30331	./data/simulated_new/sparsity_0.3/198.tsv	9.99000999000999e-4	3.7127818040342713
198	0.4	0.402845	./data/simulated_new/sparsity_0.4/198.tsv	9.99000999000999e-4	2.608867501810242
198	0.5	0.502445	./data/simulated_new/sparsity_0.5/198.tsv	9.99000999000999e-4	2.1618144025197497
198	0.6	0.60187	./data/simulated_new/sparsity_0.6/198.tsv	9.99000999000999e-4	1.8025699529823578
198	0.7	0.70148	./data/simulated_new/sparsity_0.7/198.tsv	9.99000999000999e-4	1.6244865154210086
199	0	0.0047	./data/simulated_new/sparsity_0/199.tsv	9.99000999000999e-4	402.4010871736778
199	0.1	0.10424	./data/simulated_new/sparsity_0.1/199.tsv	9.99000999000999e-4	15.88184335205738
199	0.2	0.20386	./data/simulated_new/sparsity_0.2/199.tsv	9.99000999000999e-4	6.381064977263779
199	0.3	0.30323	./data/simulated_new/sparsity_0.3/199.tsv	9.99000999000999e-4	3.6996133962316686
199	0.4	0.40293	./data/simulated_new/sparsity_0.4/199.tsv	9.99000999000999e-4	2.568434423922977
199	0.5	0.502375	./data/simulated_new/sparsity_0.5/199.tsv	9.99000999000999e-4	2.211687709516356
199	0.6	0.60201	./data/simulated_new/sparsity_0.6/199.tsv	9.99000999000999e-4	1.6828515491519158
199	0.7	0.70147	./data/simulated_new/sparsity_0.7/199.tsv	9.99000999000999e-4	1.4363493988734524
200	0	0.00444	./data/simulated_new/sparsity_0/200.tsv	9.99000999000999e-4	393.9304441986443
200	0.1	0.104	./data/simulated_new/sparsity_0.1/200.tsv	9.99000999000999e-4	13.767102203890023
200	0.2	0.20357	./data/simulated_new/sparsity_0.2/200.tsv	9.99000999000999e-4	5.478125468926692
200	0.3	0.30309	./data/simulated_new/sparsity_0.3/200.tsv	9.99000999000999e-4	3.2472172295786477
200	0.4	0.40262	./data/simulated_new/sparsity_0.4/200.tsv	9.99000999000999e-4	2.3504656677485416
200	0.5	0.502155	./data/simulated_new/sparsity_0.5/200.tsv	9.99000999000999e-4	2.075610450157362
200	0.6	0.601845	./data/simulated_new/sparsity_0.6/200.tsv	9.99000999000999e-4	1.7404972532704333
200	0.7	0.70135	./data/simulated_new/sparsity_0.7/200.tsv	9.99000999000999e-4	1.355370186299649
201	0	0.00495	./data/simulated_new/sparsity_0/201.tsv	9.99000999000999e-4	387.7450274449319
201	0.1	0.104515	./data/simulated_new/sparsity_0.1/201.tsv	9.99000999000999e-4	15.625597832234192
201	0.2	0.203945	./data/simulated_new/sparsity_0.2/201.tsv	9.99000999000999e-4	6.3411319658633225
201	0.3	0.30367	./data/simulated_new/sparsity_0.3/201.tsv	9.99000999000999e-4	3.64378060050357
201	0.4	0.40301	./data/simulated_new/sparsity_0.4/201.tsv	9.99000999000999e-4	2.721239386614203
201	0.5	0.502375	./data/simulated_new/sparsity_0.5/201.tsv	9.99000999000999e-4	1.9330424184371569
201	0.6	0.60202	./data/simulated_new/sparsity_0.6/201.tsv	9.99000999000999e-4	1.8848171776265679
201	0.7	0.70145	./data/simulated_new/sparsity_0.7/201.tsv	9.99000999000999e-4	1.5832625036805934
202	0	0.004805	./data/simulated_new/sparsity_0/202.tsv	9.99000999000999e-4	371.918230055617
202	0.1	0.10435	./data/simulated_new/sparsity_0.1/202.tsv	9.99000999000999e-4	16.731147426924636
202	0.2	0.203825	./data/simulated_new/sparsity_0.2/202.tsv	9.99000999000999e-4	6.66822387812266
202	0.3	0.303325	./data/simulated_new/sparsity_0.3/202.tsv	9.99000999000999e-4	4.093485508648334
202	0.4	0.402895	./data/simulated_new/sparsity_0.4/202.tsv	9.99000999000999e-4	2.7424129545899687
202	0.5	0.50239	./data/simulated_new/sparsity_0.5/202.tsv	9.99000999000999e-4	2.3170341118000177
202	0.6	0.60185	./data/simulated_new/sparsity_0.6/202.tsv	9.99000999000999e-4	1.8626459591116744
202	0.7	0.701405	./data/simulated_new/sparsity_0.7/202.tsv	9.99000999000999e-4	1.535052024604767
203	0	0.004975	./data/simulated_new/sparsity_0/203.tsv	9.99000999000999e-4	374.74962670213404
203	0.1	0.10443	./data/simulated_new/sparsity_0.1/203.tsv	9.99000999000999e-4	17.12349545358961
203	0.2	0.203945	./data/simulated_new/sparsity_0.2/203.tsv	9.99000999000999e-4	7.209598247382077
203	0.3	0.30359	./data/simulated_new/sparsity_0.3/203.tsv	9.99000999000999e-4	3.9994697634671126
203	0.4	0.40299	./data/simulated_new/sparsity_0.4/203.tsv	9.99000999000999e-4	2.9625805630147712
203	0.5	0.50237	./data/simulated_new/sparsity_0.5/203.tsv	9.99000999000999e-4	2.3460497750308007
203	0.6	0.60191	./data/simulated_new/sparsity_0.6/203.tsv	9.99000999000999e-4	1.918321963571251
203	0.7	0.70143	./data/simulated_new/sparsity_0.7/203.tsv	9.99000999000999e-4	1.3355069327414266
204	0	0.00392	./data/simulated_new/sparsity_0/204.tsv	9.99000999000999e-4	377.7631435079345
204	0.1	0.1035	./data/simulated_new/sparsity_0.1/204.tsv	9.99000999000999e-4	12.474088256165473
204	0.2	0.202925	./data/simulated_new/sparsity_0.2/204.tsv	9.99000999000999e-4	5.191161960528518
204	0.3	0.30271	./data/simulated_new/sparsity_0.3/204.tsv	9.99000999000999e-4	3.380487777977419
204	0.4	0.40229	./data/simulated_new/sparsity_0.4/204.tsv	9.99000999000999e-4	2.5267280724908026
204	0.5	0.501905	./data/simulated_new/sparsity_0.5/204.tsv	9.99000999000999e-4	1.7912485119031256
204	0.6	0.60156	./data/simulated_new/sparsity_0.6/204.tsv	9.99000999000999e-4	1.6882795684264869
204	0.7	0.701235	./data/simulated_new/sparsity_0.7/204.tsv	9.99000999000999e-4	1.3453901288595627
205	0	0.00445	./data/simulated_new/sparsity_0/205.tsv	9.99000999000999e-4	400.2097015955812
205	0.1	0.10397	./data/simulated_new/sparsity_0.1/205.tsv	9.99000999000999e-4	13.35977541862113
205	0.2	0.20354	./data/simulated_new/sparsity_0.2/205.tsv	9.99000999000999e-4	5.654934624944342
205	0.3	0.30309	./data/simulated_new/sparsity_0.3/205.tsv	9.99000999000999e-4	3.401191271065151
205	0.4	0.402735	./data/simulated_new/sparsity_0.4/205.tsv	9.99000999000999e-4	2.3725747045400416
205	0.5	0.50235	./data/simulated_new/sparsity_0.5/205.tsv	9.99000999000999e-4	1.990700813461704
205	0.6	0.601725	./data/simulated_new/sparsity_0.6/205.tsv	9.99000999000999e-4	1.6033457277923793
205	0.7	0.701285	./data/simulated_new/sparsity_0.7/205.tsv	9.99000999000999e-4	1.470844890649191
206	0	0.004395	./data/simulated_new/sparsity_0/206.tsv	9.99000999000999e-4	392.0056672381415
206	0.1	0.104025	./data/simulated_new/sparsity_0.1/206.tsv	9.99000999000999e-4	13.664471594900906
206	0.2	0.203515	./data/simulated_new/sparsity_0.2/206.tsv	9.99000999000999e-4	5.7811246313717
206	0.3	0.302965	./data/simulated_new/sparsity_0.3/206.tsv	9.99000999000999e-4	3.53234598544226
206	0.4	0.40265	./data/simulated_new/sparsity_0.4/206.tsv	9.99000999000999e-4	2.6964294477640087
206	0.5	0.502335	./data/simulated_new/sparsity_0.5/206.tsv	9.99000999000999e-4	1.9514655095530602
206	0.6	0.60182	./data/simulated_new/sparsity_0.6/206.tsv	9.99000999000999e-4	1.651276454991444
206	0.7	0.701235	./data/simulated_new/sparsity_0.7/206.tsv	9.99000999000999e-4	1.3932385876137199
207	0	0.00368	./data/simulated_new/sparsity_0/207.tsv	9.99000999000999e-4	389.0932609122485
207	0.1	0.10332	./data/simulated_new/sparsity_0.1/207.tsv	9.99000999000999e-4	11.653418318826853
207	0.2	0.20295	./data/simulated_new/sparsity_0.2/207.tsv	9.99000999000999e-4	4.790867890937023
207	0.3	0.302585	./data/simulated_new/sparsity_0.3/207.tsv	9.99000999000999e-4	3.0348732692918197
207	0.4	0.402255	./data/simulated_new/sparsity_0.4/207.tsv	9.99000999000999e-4	2.2186007657392848
207	0.5	0.50193	./data/simulated_new/sparsity_0.5/207.tsv	9.99000999000999e-4	1.8545948873965798
207	0.6	0.60143	./data/simulated_new/sparsity_0.6/207.tsv	9.99000999000999e-4	1.408875226118113
207	0.7	0.70113	./data/simulated_new/sparsity_0.7/207.tsv	9.99000999000999e-4	1.5234391099507758
208	0	0.00443	./data/simulated_new/sparsity_0/208.tsv	9.99000999000999e-4	395.004624956589
208	0.1	0.10402	./data/simulated_new/sparsity_0.1/208.tsv	9.99000999000999e-4	14.158519946552275
208	0.2	0.20345	./data/simulated_new/sparsity_0.2/208.tsv	9.99000999000999e-4	6.0104500767890725
208	0.3	0.303165	./data/simulated_new/sparsity_0.3/208.tsv	9.99000999000999e-4	3.350611823808088
208	0.4	0.40256	./data/simulated_new/sparsity_0.4/208.tsv	9.99000999000999e-4	2.74579581908499
208	0.5	0.502265	./data/simulated_new/sparsity_0.5/208.tsv	9.99000999000999e-4	2.2496670951088813
208	0.6	0.60169	./data/simulated_new/sparsity_0.6/208.tsv	9.99000999000999e-4	1.6427547729858694
208	0.7	0.701365	./data/simulated_new/sparsity_0.7/208.tsv	9.99000999000999e-4	1.36704746255289
209	0	0.004775	./data/simulated_new/sparsity_0/209.tsv	9.99000999000999e-4	376.8754589312126
209	0.1	0.10427	./data/simulated_new/sparsity_0.1/209.tsv	9.99000999000999e-4	15.222415448931907
209	0.2	0.203855	./data/simulated_new/sparsity_0.2/209.tsv	9.99000999000999e-4	6.125810822492055
209	0.3	0.30337	./data/simulated_new/sparsity_0.3/209.tsv	9.99000999000999e-4	3.92927699302486
209	0.4	0.403015	./data/simulated_new/sparsity_0.4/209.tsv	9.99000999000999e-4	2.925104003615143
209	0.5	0.50249	./data/simulated_new/sparsity_0.5/209.tsv	9.99000999000999e-4	2.0877538127036104
209	0.6	0.60202	./data/simulated_new/sparsity_0.6/209.tsv	9.99000999000999e-4	1.7319463183491315
209	0.7	0.701285	./data/simulated_new/sparsity_0.7/209.tsv	9.99000999000999e-4	1.3580551252747532
210	0	0.004515	./data/simulated_new/sparsity_0/210.tsv	9.99000999000999e-4	377.47769805394125
210	0.1	0.10397	./data/simulated_new/sparsity_0.1/210.tsv	9.99000999000999e-4	14.970886149990559
210	0.2	0.203595	./data/simulated_new/sparsity_0.2/210.tsv	9.99000999000999e-4	6.285607263988968
210	0.3	0.303175	./data/simulated_new/sparsity_0.3/210.tsv	9.99000999000999e-4	3.6495951269543734
210	0.4	0.40266	./data/simulated_new/sparsity_0.4/210.tsv	9.99000999000999e-4	2.617514990886104
210	0.5	0.50223	./data/simulated_new/sparsity_0.5/210.tsv	9.99000999000999e-4	2.0805015315045745
210	0.6	0.60191	./data/simulated_new/sparsity_0.6/210.tsv	9.99000999000999e-4	1.8075733627500457
210	0.7	0.70151	./data/simulated_new/sparsity_0.7/210.tsv	9.99000999000999e-4	1.4952027263311563
211	0	0.00482	./data/simulated_new/sparsity_0/211.tsv	9.99000999000999e-4	393.3156795325041
211	0.1	0.10424	./data/simulated_new/sparsity_0.1/211.tsv	9.99000999000999e-4	15.015866119877128
211	0.2	0.203725	./data/simulated_new/sparsity_0.2/211.tsv	9.99000999000999e-4	6.251381657707936
211	0.3	0.30348	./data/simulated_new/sparsity_0.3/211.tsv	9.99000999000999e-4	3.4952702745872215
211	0.4	0.402855	./data/simulated_new/sparsity_0.4/211.tsv	9.99000999000999e-4	2.6362306443887116
211	0.5	0.502445	./data/simulated_new/sparsity_0.5/211.tsv	9.99000999000999e-4	2.133419226787054
211	0.6	0.60193	./data/simulated_new/sparsity_0.6/211.tsv	9.99000999000999e-4	1.7131221394389635
211	0.7	0.70151	./data/simulated_new/sparsity_0.7/211.tsv	9.99000999000999e-4	1.5786176677207864
212	0	0.0059	./data/simulated_new/sparsity_0/212.tsv	9.99000999000999e-4	385.9187489634797
212	0.1	0.105255	./data/simulated_new/sparsity_0.1/212.tsv	9.99000999000999e-4	18.662126058200126
212	0.2	0.20466	./data/simulated_new/sparsity_0.2/212.tsv	9.99000999000999e-4	7.2556360983930714
212	0.3	0.304085	./data/simulated_new/sparsity_0.3/212.tsv	9.99000999000999e-4	4.025619372629205
212	0.4	0.40358	./data/simulated_new/sparsity_0.4/212.tsv	9.99000999000999e-4	2.8461688780896
212	0.5	0.502925	./data/simulated_new/sparsity_0.5/212.tsv	9.99000999000999e-4	2.2246445013759937
212	0.6	0.60247	./data/simulated_new/sparsity_0.6/212.tsv	9.99000999000999e-4	2.1137878358597706
212	0.7	0.701785	./data/simulated_new/sparsity_0.7/212.tsv	9.99000999000999e-4	1.588246255190577
