i	requested_sparsity	achieved_sparsity	output	pval	fval
11	0.6	0.601865	./data/simulated_new/sparsity_0.6/11.tsv	9.99000999000999e-4	1.701118774713769
11	0.7	0.70132	./data/simulated_new/sparsity_0.7/11.tsv	9.99000999000999e-4	1.4517838573330009
12	0	0.005225	./data/simulated_new/sparsity_0/12.tsv	9.99000999000999e-4	5.076492868845292
12	0.1	0.1047	./data/simulated_new/sparsity_0.1/12.tsv	9.99000999000999e-4	4.436234770144168
12	0.2	0.20435	./data/simulated_new/sparsity_0.2/12.tsv	9.99000999000999e-4	3.572227955001829
12	0.3	0.30359	./data/simulated_new/sparsity_0.3/12.tsv	9.99000999000999e-4	2.8661547336457773
12	0.4	0.40322	./data/simulated_new/sparsity_0.4/12.tsv	9.99000999000999e-4	2.3840010979988646
12	0.5	0.50277	./data/simulated_new/sparsity_0.5/12.tsv	9.99000999000999e-4	1.9687041992497183
12	0.6	0.602015	./data/simulated_new/sparsity_0.6/12.tsv	9.99000999000999e-4	1.709758651158425
12	0.7	0.701665	./data/simulated_new/sparsity_0.7/12.tsv	9.99000999000999e-4	1.4465556137414664
13	0	0.00472	./data/simulated_new/sparsity_0/13.tsv	9.99000999000999e-4	5.266917137545301
13	0.1	0.10431	./data/simulated_new/sparsity_0.1/13.tsv	9.99000999000999e-4	4.656288414970333
13	0.2	0.203845	./data/simulated_new/sparsity_0.2/13.tsv	9.99000999000999e-4	3.6048877987968053
13	0.3	0.30336	./data/simulated_new/sparsity_0.3/13.tsv	9.99000999000999e-4	2.9271687025507216
13	0.4	0.40278	./data/simulated_new/sparsity_0.4/13.tsv	9.99000999000999e-4	2.3876088745114332
13	0.5	0.502375	./data/simulated_new/sparsity_0.5/13.tsv	9.99000999000999e-4	2.034957242842378
13	0.6	0.601975	./data/simulated_new/sparsity_0.6/13.tsv	9.99000999000999e-4	1.703119165409187
13	0.7	0.701525	./data/simulated_new/sparsity_0.7/13.tsv	9.99000999000999e-4	1.4959696220986327
14	0	0.004465	./data/simulated_new/sparsity_0/14.tsv	9.99000999000999e-4	5.364763312324827
14	0.1	0.10406	./data/simulated_new/sparsity_0.1/14.tsv	9.99000999000999e-4	4.635450332045748
14	0.2	0.20352	./data/simulated_new/sparsity_0.2/14.tsv	9.99000999000999e-4	3.6658144119220024
14	0.3	0.303105	./data/simulated_new/sparsity_0.3/14.tsv	9.99000999000999e-4	2.9751927094935158
14	0.4	0.402725	./data/simulated_new/sparsity_0.4/14.tsv	9.99000999000999e-4	2.4203710934488365
14	0.5	0.50223	./data/simulated_new/sparsity_0.5/14.tsv	9.99000999000999e-4	2.0573468776742168
14	0.6	0.601835	./data/simulated_new/sparsity_0.6/14.tsv	9.99000999000999e-4	1.768025342034728
14	0.7	0.701205	./data/simulated_new/sparsity_0.7/14.tsv	9.99000999000999e-4	1.5083107450571975
15	0	0.005085	./data/simulated_new/sparsity_0/15.tsv	9.99000999000999e-4	5.221473048129758
15	0.1	0.104605	./data/simulated_new/sparsity_0.1/15.tsv	9.99000999000999e-4	4.51541983443444
15	0.2	0.204015	./data/simulated_new/sparsity_0.2/15.tsv	9.99000999000999e-4	3.6330853194884627
15	0.3	0.303545	./data/simulated_new/sparsity_0.3/15.tsv	9.99000999000999e-4	2.934990438953201
15	0.4	0.403025	./data/simulated_new/sparsity_0.4/15.tsv	9.99000999000999e-4	2.445777519187622
15	0.5	0.502485	./data/simulated_new/sparsity_0.5/15.tsv	9.99000999000999e-4	2.031673121155687
15	0.6	0.601975	./data/simulated_new/sparsity_0.6/15.tsv	9.99000999000999e-4	1.707628747264094
15	0.7	0.70144	./data/simulated_new/sparsity_0.7/15.tsv	9.99000999000999e-4	1.5009165633904544
16	0	0.004535	./data/simulated_new/sparsity_0/16.tsv	9.99000999000999e-4	5.241072831603259
16	0.1	0.104075	./data/simulated_new/sparsity_0.1/16.tsv	9.99000999000999e-4	4.563450766589002
16	0.2	0.203685	./data/simulated_new/sparsity_0.2/16.tsv	9.99000999000999e-4	3.669675498904796
16	0.3	0.303085	./data/simulated_new/sparsity_0.3/16.tsv	9.99000999000999e-4	2.9463946506842986
16	0.4	0.40268	./data/simulated_new/sparsity_0.4/16.tsv	9.99000999000999e-4	2.42582967262075
16	0.5	0.50222	./data/simulated_new/sparsity_0.5/16.tsv	9.99000999000999e-4	2.0027449847081726
16	0.6	0.60177	./data/simulated_new/sparsity_0.6/16.tsv	9.99000999000999e-4	1.652680285245952
16	0.7	0.701525	./data/simulated_new/sparsity_0.7/16.tsv	9.99000999000999e-4	1.4595155708177023
17	0	0.00441	./data/simulated_new/sparsity_0/17.tsv	9.99000999000999e-4	5.2804984460462405
17	0.1	0.103925	./data/simulated_new/sparsity_0.1/17.tsv	9.99000999000999e-4	4.5267974579625125
17	0.2	0.203525	./data/simulated_new/sparsity_0.2/17.tsv	9.99000999000999e-4	3.5854034439001636
17	0.3	0.30305	./data/simulated_new/sparsity_0.3/17.tsv	9.99000999000999e-4	2.8761117236257405
17	0.4	0.40274	./data/simulated_new/sparsity_0.4/17.tsv	9.99000999000999e-4	2.396024625901911
17	0.5	0.502185	./data/simulated_new/sparsity_0.5/17.tsv	9.99000999000999e-4	1.9976998678786015
17	0.6	0.60167	./data/simulated_new/sparsity_0.6/17.tsv	9.99000999000999e-4	1.6965956196969898
17	0.7	0.701465	./data/simulated_new/sparsity_0.7/17.tsv	9.99000999000999e-4	1.4216841459600174
18	0	0.00441	./data/simulated_new/sparsity_0/18.tsv	9.99000999000999e-4	5.272914101878958
18	0.1	0.103965	./data/simulated_new/sparsity_0.1/18.tsv	9.99000999000999e-4	4.424750134918267
18	0.2	0.20347	./data/simulated_new/sparsity_0.2/18.tsv	9.99000999000999e-4	3.562636090046316
18	0.3	0.30295	./data/simulated_new/sparsity_0.3/18.tsv	9.99000999000999e-4	2.9494082106817716
18	0.4	0.40267	./data/simulated_new/sparsity_0.4/18.tsv	9.99000999000999e-4	2.3464225616672856
18	0.5	0.50224	./data/simulated_new/sparsity_0.5/18.tsv	9.99000999000999e-4	2.0000363335878566
18	0.6	0.601735	./data/simulated_new/sparsity_0.6/18.tsv	9.99000999000999e-4	1.7256134743112463
18	0.7	0.701355	./data/simulated_new/sparsity_0.7/18.tsv	9.99000999000999e-4	1.4964234844040136
19	0	0.00497	./data/simulated_new/sparsity_0/19.tsv	9.99000999000999e-4	5.2678152272063485
19	0.1	0.10449	./data/simulated_new/sparsity_0.1/19.tsv	9.99000999000999e-4	4.712441436475561
19	0.2	0.204075	./data/simulated_new/sparsity_0.2/19.tsv	9.99000999000999e-4	3.6554675809660675
19	0.3	0.303345	./data/simulated_new/sparsity_0.3/19.tsv	9.99000999000999e-4	2.9241723853220267
19	0.4	0.403045	./data/simulated_new/sparsity_0.4/19.tsv	9.99000999000999e-4	2.3945564877900063
19	0.5	0.502355	./data/simulated_new/sparsity_0.5/19.tsv	9.99000999000999e-4	2.062064877424205
19	0.6	0.602045	./data/simulated_new/sparsity_0.6/19.tsv	9.99000999000999e-4	1.7220291754580734
19	0.7	0.701505	./data/simulated_new/sparsity_0.7/19.tsv	9.99000999000999e-4	1.450730443948911
20	0	0.00487	./data/simulated_new/sparsity_0/20.tsv	9.99000999000999e-4	5.197870261368497
20	0.1	0.10443	./data/simulated_new/sparsity_0.1/20.tsv	9.99000999000999e-4	4.553831177294459
20	0.2	0.203885	./data/simulated_new/sparsity_0.2/20.tsv	9.99000999000999e-4	3.6500614029200666
20	0.3	0.303345	./data/simulated_new/sparsity_0.3/20.tsv	9.99000999000999e-4	2.907042949582109
20	0.4	0.402815	./data/simulated_new/sparsity_0.4/20.tsv	9.99000999000999e-4	2.3899983167787933
20	0.5	0.502465	./data/simulated_new/sparsity_0.5/20.tsv	9.99000999000999e-4	2.082585765138964
20	0.6	0.601825	./data/simulated_new/sparsity_0.6/20.tsv	9.99000999000999e-4	1.7407320939027728
20	0.7	0.70146	./data/simulated_new/sparsity_0.7/20.tsv	9.99000999000999e-4	1.4809955288384573
21	0	0.00457	./data/simulated_new/sparsity_0/21.tsv	9.99000999000999e-4	5.288730256828467
21	0.1	0.10408	./data/simulated_new/sparsity_0.1/21.tsv	9.99000999000999e-4	4.576191228263365
21	0.2	0.20369	./data/simulated_new/sparsity_0.2/21.tsv	9.99000999000999e-4	3.5615295570265024
21	0.3	0.303235	./data/simulated_new/sparsity_0.3/21.tsv	9.99000999000999e-4	2.896774063052643
21	0.4	0.40267	./data/simulated_new/sparsity_0.4/21.tsv	9.99000999000999e-4	2.4425167831657753
21	0.5	0.502475	./data/simulated_new/sparsity_0.5/21.tsv	9.99000999000999e-4	2.0310975734668495
21	0.6	0.60193	./data/simulated_new/sparsity_0.6/21.tsv	9.99000999000999e-4	1.708630782103837
21	0.7	0.70127	./data/simulated_new/sparsity_0.7/21.tsv	9.99000999000999e-4	1.4577468930908488
22	0	0.004235	./data/simulated_new/sparsity_0/22.tsv	9.99000999000999e-4	5.283409230562322
22	0.1	0.103765	./data/simulated_new/sparsity_0.1/22.tsv	9.99000999000999e-4	4.643219671293821
22	0.2	0.203265	./data/simulated_new/sparsity_0.2/22.tsv	9.99000999000999e-4	3.6053338114106284
22	0.3	0.30293	./data/simulated_new/sparsity_0.3/22.tsv	9.99000999000999e-4	2.9065145283232576
22	0.4	0.402565	./data/simulated_new/sparsity_0.4/22.tsv	9.99000999000999e-4	2.4105037402405904
22	0.5	0.501945	./data/simulated_new/sparsity_0.5/22.tsv	9.99000999000999e-4	2.000542328061067
22	0.6	0.60184	./data/simulated_new/sparsity_0.6/22.tsv	9.99000999000999e-4	1.7174047333316902
22	0.7	0.701235	./data/simulated_new/sparsity_0.7/22.tsv	9.99000999000999e-4	1.5257291936469888
23	0	0.004465	./data/simulated_new/sparsity_0/23.tsv	9.99000999000999e-4	5.254711187601063
23	0.1	0.10399	./data/simulated_new/sparsity_0.1/23.tsv	9.99000999000999e-4	4.437567568818597
23	0.2	0.203565	./data/simulated_new/sparsity_0.2/23.tsv	9.99000999000999e-4	3.559300496039909
23	0.3	0.30307	./data/simulated_new/sparsity_0.3/23.tsv	9.99000999000999e-4	2.8834179096076697
23	0.4	0.40267	./data/simulated_new/sparsity_0.4/23.tsv	9.99000999000999e-4	2.389657400247037
23	0.5	0.502115	./data/simulated_new/sparsity_0.5/23.tsv	9.99000999000999e-4	2.0059756300756413
23	0.6	0.60185	./data/simulated_new/sparsity_0.6/23.tsv	9.99000999000999e-4	1.7423586754655098
23	0.7	0.701395	./data/simulated_new/sparsity_0.7/23.tsv	9.99000999000999e-4	1.4700021275451354
24	0	0.004415	./data/simulated_new/sparsity_0/24.tsv	9.99000999000999e-4	5.252516280778167
24	0.1	0.103975	./data/simulated_new/sparsity_0.1/24.tsv	9.99000999000999e-4	4.4687847080369
24	0.2	0.20352	./data/simulated_new/sparsity_0.2/24.tsv	9.99000999000999e-4	3.558391437369808
24	0.3	0.303015	./data/simulated_new/sparsity_0.3/24.tsv	9.99000999000999e-4	2.9234912232660006
24	0.4	0.40257	./data/simulated_new/sparsity_0.4/24.tsv	9.99000999000999e-4	2.3896003536716477
24	0.5	0.502215	./data/simulated_new/sparsity_0.5/24.tsv	9.99000999000999e-4	1.9898899691571885
24	0.6	0.601845	./data/simulated_new/sparsity_0.6/24.tsv	9.99000999000999e-4	1.7246798491389395
24	0.7	0.701365	./data/simulated_new/sparsity_0.7/24.tsv	9.99000999000999e-4	1.4667607016535475
25	0	0.005035	./data/simulated_new/sparsity_0/25.tsv	9.99000999000999e-4	5.094239160607415
25	0.1	0.104545	./data/simulated_new/sparsity_0.1/25.tsv	9.99000999000999e-4	4.448658091825556
25	0.2	0.203935	./data/simulated_new/sparsity_0.2/25.tsv	9.99000999000999e-4	3.590383416394136
25	0.3	0.30357	./data/simulated_new/sparsity_0.3/25.tsv	9.99000999000999e-4	2.8897669802639103
25	0.4	0.403025	./data/simulated_new/sparsity_0.4/25.tsv	9.99000999000999e-4	2.398155650815346
25	0.5	0.50259	./data/simulated_new/sparsity_0.5/25.tsv	9.99000999000999e-4	2.009616602259641
25	0.6	0.601915	./data/simulated_new/sparsity_0.6/25.tsv	9.99000999000999e-4	1.740888117986095
25	0.7	0.701505	./data/simulated_new/sparsity_0.7/25.tsv	9.99000999000999e-4	1.493305526255523
26	0	0.00415	./data/simulated_new/sparsity_0/26.tsv	9.99000999000999e-4	5.280394420997655
26	0.1	0.10374	./data/simulated_new/sparsity_0.1/26.tsv	9.99000999000999e-4	4.571772088293899
26	0.2	0.20331	./data/simulated_new/sparsity_0.2/26.tsv	9.99000999000999e-4	3.588295114916187
26	0.3	0.30293	./data/simulated_new/sparsity_0.3/26.tsv	9.99000999000999e-4	2.849975051860849
26	0.4	0.402425	./data/simulated_new/sparsity_0.4/26.tsv	9.99000999000999e-4	2.340074287474927
26	0.5	0.50209	./data/simulated_new/sparsity_0.5/26.tsv	9.99000999000999e-4	1.9775396496778088
26	0.6	0.601655	./data/simulated_new/sparsity_0.6/26.tsv	9.99000999000999e-4	1.7083974590388415
26	0.7	0.701205	./data/simulated_new/sparsity_0.7/26.tsv	9.99000999000999e-4	1.4936978246417678
27	0	0.00406	./data/simulated_new/sparsity_0/27.tsv	9.99000999000999e-4	5.316190048234544
27	0.1	0.103665	./data/simulated_new/sparsity_0.1/27.tsv	9.99000999000999e-4	4.459270079405712
27	0.2	0.203285	./data/simulated_new/sparsity_0.2/27.tsv	9.99000999000999e-4	3.6028757357127827
27	0.3	0.30279	./data/simulated_new/sparsity_0.3/27.tsv	9.99000999000999e-4	2.8883717714387616
27	0.4	0.40256	./data/simulated_new/sparsity_0.4/27.tsv	9.99000999000999e-4	2.3514433420613474
27	0.5	0.502105	./data/simulated_new/sparsity_0.5/27.tsv	9.99000999000999e-4	1.9685174520473978
27	0.6	0.601735	./data/simulated_new/sparsity_0.6/27.tsv	9.99000999000999e-4	1.697626189811318
27	0.7	0.701235	./data/simulated_new/sparsity_0.7/27.tsv	9.99000999000999e-4	1.467813930676591
28	0	0.004275	./data/simulated_new/sparsity_0/28.tsv	9.99000999000999e-4	5.262767359805061
28	0.1	0.10391	./data/simulated_new/sparsity_0.1/28.tsv	9.99000999000999e-4	4.555539963546156
28	0.2	0.203465	./data/simulated_new/sparsity_0.2/28.tsv	9.99000999000999e-4	3.642505021084587
28	0.3	0.30315	./data/simulated_new/sparsity_0.3/28.tsv	9.99000999000999e-4	2.897575849837973
28	0.4	0.402555	./data/simulated_new/sparsity_0.4/28.tsv	9.99000999000999e-4	2.3933276695275794
28	0.5	0.502005	./data/simulated_new/sparsity_0.5/28.tsv	9.99000999000999e-4	2.0038997041422872
28	0.6	0.60168	./data/simulated_new/sparsity_0.6/28.tsv	9.99000999000999e-4	1.7100511212510605
28	0.7	0.701185	./data/simulated_new/sparsity_0.7/28.tsv	9.99000999000999e-4	1.4656994545858995
29	0	0.00483	./data/simulated_new/sparsity_0/29.tsv	9.99000999000999e-4	5.261841321726398
29	0.1	0.10435	./data/simulated_new/sparsity_0.1/29.tsv	9.99000999000999e-4	4.524098662148551
29	0.2	0.20378	./data/simulated_new/sparsity_0.2/29.tsv	9.99000999000999e-4	3.612833215207692
29	0.3	0.303335	./data/simulated_new/sparsity_0.3/29.tsv	9.99000999000999e-4	2.9150079958025605
29	0.4	0.402775	./data/simulated_new/sparsity_0.4/29.tsv	9.99000999000999e-4	2.4139203653992336
29	0.5	0.50251	./data/simulated_new/sparsity_0.5/29.tsv	9.99000999000999e-4	1.996100684827245
29	0.6	0.601865	./data/simulated_new/sparsity_0.6/29.tsv	9.99000999000999e-4	1.675604376852116
29	0.7	0.70155	./data/simulated_new/sparsity_0.7/29.tsv	9.99000999000999e-4	1.520579044894591
30	0	0.004315	./data/simulated_new/sparsity_0/30.tsv	9.99000999000999e-4	5.327401910270782
30	0.1	0.103845	./data/simulated_new/sparsity_0.1/30.tsv	9.99000999000999e-4	4.55282476169787
30	0.2	0.203465	./data/simulated_new/sparsity_0.2/30.tsv	9.99000999000999e-4	3.545134564334917
30	0.3	0.302975	./data/simulated_new/sparsity_0.3/30.tsv	9.99000999000999e-4	2.8509835817689444
30	0.4	0.40263	./data/simulated_new/sparsity_0.4/30.tsv	9.99000999000999e-4	2.375109514121344
30	0.5	0.50217	./data/simulated_new/sparsity_0.5/30.tsv	9.99000999000999e-4	2.0107021129770075
30	0.6	0.60171	./data/simulated_new/sparsity_0.6/30.tsv	9.99000999000999e-4	1.7016206077614033
30	0.7	0.70131	./data/simulated_new/sparsity_0.7/30.tsv	9.99000999000999e-4	1.4582490065697267
31	0	0.004315	./data/simulated_new/sparsity_0/31.tsv	9.99000999000999e-4	5.331379434540581
31	0.1	0.10385	./data/simulated_new/sparsity_0.1/31.tsv	9.99000999000999e-4	4.510509477097662
31	0.2	0.203495	./data/simulated_new/sparsity_0.2/31.tsv	9.99000999000999e-4	3.5484365950854126
31	0.3	0.30299	./data/simulated_new/sparsity_0.3/31.tsv	9.99000999000999e-4	2.8877730600565874
31	0.4	0.402595	./data/simulated_new/sparsity_0.4/31.tsv	9.99000999000999e-4	2.3847255439423964
31	0.5	0.502085	./data/simulated_new/sparsity_0.5/31.tsv	9.99000999000999e-4	1.9910424532339568
31	0.6	0.601715	./data/simulated_new/sparsity_0.6/31.tsv	9.99000999000999e-4	1.70832539572497
31	0.7	0.701295	./data/simulated_new/sparsity_0.7/31.tsv	9.99000999000999e-4	1.4520771618462684
32	0	0.0049	./data/simulated_new/sparsity_0/32.tsv	9.99000999000999e-4	5.228853490900173
32	0.1	0.10438	./data/simulated_new/sparsity_0.1/32.tsv	9.99000999000999e-4	4.512273923656405
32	0.2	0.20399	./data/simulated_new/sparsity_0.2/32.tsv	9.99000999000999e-4	3.616189723362224
32	0.3	0.303225	./data/simulated_new/sparsity_0.3/32.tsv	9.99000999000999e-4	2.9316113525425127
32	0.4	0.40297	./data/simulated_new/sparsity_0.4/32.tsv	9.99000999000999e-4	2.415739581233503
32	0.5	0.502515	./data/simulated_new/sparsity_0.5/32.tsv	9.99000999000999e-4	2.026715125502964
32	0.6	0.60196	./data/simulated_new/sparsity_0.6/32.tsv	9.99000999000999e-4	1.7582843912285366
32	0.7	0.70161	./data/simulated_new/sparsity_0.7/32.tsv	9.99000999000999e-4	1.4844769496975434
33	0	0.00576	./data/simulated_new/sparsity_0/33.tsv	9.99000999000999e-4	5.128037564518436
33	0.1	0.10513	./data/simulated_new/sparsity_0.1/33.tsv	9.99000999000999e-4	4.438823641517055
